Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Opossum gene name	Opossum gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSSHAG00000002448	ENSSHAG00000002448.1	ENSSHAT00000002798	ENSSHAT00000002798.1	C1QTNF8	ENSMODG00000016907		GL842828.1	32377	52091
ENSSHAG00000002449	ENSSHAG00000002449.1	ENSSHAT00000002799	ENSSHAT00000002799.1	P3H4	ENSMODG00000014702		GL856999.1	32387	35054
ENSSHAG00000002450	ENSSHAG00000002450.1	ENSSHAT00000002800	ENSSHAT00000002800.1				GL850233.1	32395	33187
ENSSHAG00000002451	ENSSHAG00000002451.1	ENSSHAT00000002801	ENSSHAT00000002801.1				GL851066.1	32478	34112
ENSSHAG00000002452	ENSSHAG00000002452.1	ENSSHAT00000002802	ENSSHAT00000002802.1	CLTB	ENSMODG00000005190	CLTB	GL834624.1	32495	64366
ENSSHAG00000002453	ENSSHAG00000002453.1	ENSSHAT00000002803	ENSSHAT00000002803.1		ENSMODG00000019504		GL834630.1	32539	45509
ENSSHAG00000002454	ENSSHAG00000002454.1	ENSSHAT00000002804	ENSSHAT00000002804.1	AATK	ENSMODG00000002559	AATK	GL856847.1	32579	70634
ENSSHAG00000002454	ENSSHAG00000002454.1	ENSSHAT00000002805	ENSSHAT00000002805.1	AATK	ENSMODG00000002559	AATK	GL856847.1	32579	70634
ENSSHAG00000002455	ENSSHAG00000002455.1	ENSSHAT00000002806	ENSSHAT00000002806.1				GL834596.1	32580	151989
ENSSHAG00000002456	ENSSHAG00000002456.1	ENSSHAT00000002807	ENSSHAT00000002807.1	THOC5	ENSMODG00000008971	THOC5	GL842385.1	32650	56725
ENSSHAG00000002457	ENSSHAG00000002457.1	ENSSHAT00000002808	ENSSHAT00000002808.1	PSMC4	ENSMODG00000013717	PSMC4	GL849758.1	32671	36183
ENSSHAG00000002458	ENSSHAG00000002458.1	ENSSHAT00000002809	ENSSHAT00000002809.1				GL867615.1	32704	49934
ENSSHAG00000002459	ENSSHAG00000002459.1	ENSSHAT00000002810	ENSSHAT00000002810.1	UBA2	ENSMODG00000011934	UBA2	GL834643.1	32742	65129
ENSSHAG00000002459	ENSSHAG00000002459.1	ENSSHAT00000002811	ENSSHAT00000002811.1	UBA2	ENSMODG00000011934	UBA2	GL834643.1	32742	65129
ENSSHAG00000002460	ENSSHAG00000002460.1	ENSSHAT00000002812	ENSSHAT00000002812.1				GL867735.1	32832	45094
ENSSHAG00000002461	ENSSHAG00000002461.1	ENSSHAT00000002813	ENSSHAT00000002813.1	ZNF24	ENSMODG00000003288	ZNF24	GL857388.1	32861	37409
ENSSHAG00000002462	ENSSHAG00000002462.1	ENSSHAT00000002814	ENSSHAT00000002814.1	CCDC22	ENSMODG00000009860	CCDC22	GL867767.1	32887	39409
ENSSHAG00000002463	ENSSHAG00000002463.1	ENSSHAT00000002815	ENSSHAT00000002815.1	DKC1	ENSMODG00000009243	DKC1	GL867738.1	32908	48254
ENSSHAG00000002463	ENSSHAG00000002463.1	ENSSHAT00000002816	ENSSHAT00000002816.1	DKC1	ENSMODG00000009243	DKC1	GL867738.1	32908	48254
ENSSHAG00000002464	ENSSHAG00000002464.1	ENSSHAT00000002817	ENSSHAT00000002817.1	LCA5L	ENSMODG00000020970		GL850358.1	32913	83391
ENSSHAG00000002465	ENSSHAG00000002465.1	ENSSHAT00000002818	ENSSHAT00000002818.1		ENSMODG00000045391		GL834495.1	32915	33373
ENSSHAG00000002466	ENSSHAG00000002466.1	ENSSHAT00000002819	ENSSHAT00000002819.1	NDFIP1	ENSMODG00000010383	NDFIP1	GL834597.1	32915	87498
ENSSHAG00000002467	ENSSHAG00000002467.1	ENSSHAT00000002820	ENSSHAT00000002820.1		ENSMODG00000047216		GL834781.1	32959	135881
ENSSHAG00000002468	ENSSHAG00000002468.1	ENSSHAT00000002821	ENSSHAT00000002821.1		ENSMODG00000010451		GL849944.1	32971	34297
ENSSHAG00000002469	ENSSHAG00000002469.1	ENSSHAT00000002822	ENSSHAT00000002822.1	CADPS2	ENSMODG00000015438	CADPS2	GL861651.1	33015	487677
ENSSHAG00000002470	ENSSHAG00000002470.1	ENSSHAT00000002823	ENSSHAT00000002823.1			PFKM	GL862076.1	33054	57939
ENSSHAG00000002471	ENSSHAG00000002471.1	ENSSHAT00000002824	ENSSHAT00000002824.1				GL857605.1	33058	34415
ENSSHAG00000002472	ENSSHAG00000002472.1	ENSSHAT00000002825	ENSSHAT00000002825.1		ENSMODG00000040468		GL867675.1	33059	59629
ENSSHAG00000002473	ENSSHAG00000002473.1	ENSSHAT00000002826	ENSSHAT00000002826.1	BANP	ENSMODG00000004350	BANP	GL834767.1	33065	268984
ENSSHAG00000002474	ENSSHAG00000002474.1	ENSSHAT00000002827	ENSSHAT00000002827.1	SEC31A	ENSMODG00000012053	SEC31A	GL864753.1	33157	100115
ENSSHAG00000002475	ENSSHAG00000002475.1	ENSSHAT00000002828	ENSSHAT00000002828.1		ENSMODG00000048473		GL856912.1	33173	34129
ENSSHAG00000002475	ENSSHAG00000002475.1	ENSSHAT00000002828	ENSSHAT00000002828.1		ENSMODG00000041334		GL856912.1	33173	34129
ENSSHAG00000002476	ENSSHAG00000002476.1	ENSSHAT00000002829	ENSSHAT00000002829.1	HSD17B12	ENSMODG00000019862	HSD17B12	GL865519.1	33194	85806
ENSSHAG00000002477	ENSSHAG00000002477.1	ENSSHAT00000002830	ENSSHAT00000002830.1				GL849924.1	33201	44801
ENSSHAG00000002478	ENSSHAG00000002478.1	ENSSHAT00000002831	ENSSHAT00000002831.1		ENSMODG00000018318	PARP14	GL849583.1	33219	104148
ENSSHAG00000002478	ENSSHAG00000002478.1	ENSSHAT00000002832	ENSSHAT00000002832.1		ENSMODG00000018318	PARP14	GL849583.1	33219	104148
ENSSHAG00000002479	ENSSHAG00000002479.1	ENSSHAT00000002833	ENSSHAT00000002833.1				GL857691.1	33227	34318
ENSSHAG00000002480	ENSSHAG00000002480.1	ENSSHAT00000002834	ENSSHAT00000002834.1		ENSMODG00000046250	TRAV3	GL834496.1	33241	34886
ENSSHAG00000002480	ENSSHAG00000002480.1	ENSSHAT00000002834	ENSSHAT00000002834.1		ENSMODG00000005724	TRAV3	GL834496.1	33241	34886
ENSSHAG00000002480	ENSSHAG00000002480.1	ENSSHAT00000002834	ENSSHAT00000002834.1		ENSMODG00000046321	TRAV3	GL834496.1	33241	34886
ENSSHAG00000002480	ENSSHAG00000002480.1	ENSSHAT00000002834	ENSSHAT00000002834.1		ENSMODG00000042452	TRAV3	GL834496.1	33241	34886
ENSSHAG00000002481	ENSSHAG00000002481.1	ENSSHAT00000002835	ENSSHAT00000002835.1	EFR3B	ENSMODG00000015857	EFR3B	GL834674.1	33270	171004
ENSSHAG00000002482	ENSSHAG00000002482.1	ENSSHAT00000002836	ENSSHAT00000002836.1		ENSMODG00000010888		GL867870.1	33324	40983
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000045440		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000042050		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000028582		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000009263		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000010023		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000027441		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000040593		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000009507		GL850611.1	33328	41649
ENSSHAG00000002483	ENSSHAG00000002483.1	ENSSHAT00000002837	ENSSHAT00000002837.1		ENSMODG00000027776		GL850611.1	33328	41649
ENSSHAG00000002484	ENSSHAG00000002484.1	ENSSHAT00000002838	ENSSHAT00000002838.1	MRGPRF	ENSMODG00000004054	MRGPRF	GL865088.1	33371	38018
ENSSHAG00000002485	ENSSHAG00000002485.1	ENSSHAT00000002839	ENSSHAT00000002839.1		ENSMODG00000023686		GL849522.1	33387	43813
ENSSHAG00000002486	ENSSHAG00000002486.1	ENSSHAT00000002840	ENSSHAT00000002840.1		ENSMODG00000021154	MIP	GL861564.1	33396	35988
ENSSHAG00000002487	ENSSHAG00000002487.1	ENSSHAT00000002841	ENSSHAT00000002841.1	SNX7	ENSMODG00000003993	SNX7	GL856979.1	33492	150435
ENSSHAG00000002488	ENSSHAG00000002488.1	ENSSHAT00000002842	ENSSHAT00000002842.1				GL865142.1	33519	34022
ENSSHAG00000002489	ENSSHAG00000002489.1	ENSSHAT00000002843	ENSSHAT00000002843.1		ENSMODG00000006778		GL841640.1	33528	40848
ENSSHAG00000002489	ENSSHAG00000002489.1	ENSSHAT00000002844	ENSSHAT00000002844.1		ENSMODG00000006778		GL841640.1	33528	40848
ENSSHAG00000002490	ENSSHAG00000002490.1	ENSSHAT00000002845	ENSSHAT00000002845.1		ENSMODG00000038794		GL838276.1	33573	34908
ENSSHAG00000002491	ENSSHAG00000002491.1	ENSSHAT00000002846	ENSSHAT00000002846.1				GL861616.1	33586	54027
ENSSHAG00000002492	ENSSHAG00000002492.1	ENSSHAT00000002847	ENSSHAT00000002847.1	CCDC69	ENSMODG00000049591	CCDC69	GL834604.1	33685	71941
ENSSHAG00000002493	ENSSHAG00000002493.1	ENSSHAT00000002848	ENSSHAT00000002848.1		ENSMODG00000020713		GL864771.1	33687	61406
ENSSHAG00000002493	ENSSHAG00000002493.1	ENSSHAT00000002849	ENSSHAT00000002849.1		ENSMODG00000020713		GL864771.1	33687	61406
ENSSHAG00000002494	ENSSHAG00000002494.1	ENSSHAT00000002850	ENSSHAT00000002850.1	SPTLC2	ENSMODG00000005287		GL835293.1	33692	50377
ENSSHAG00000002495	ENSSHAG00000002495.1	ENSSHAT00000002851	ENSSHAT00000002851.1		ENSMODG00000007492		GL857066.1	33705	45520
ENSSHAG00000002496	ENSSHAG00000002496.1	ENSSHAT00000002852	ENSSHAT00000002852.1				GL842756.1	33709	34683
ENSSHAG00000002497	ENSSHAG00000002497.1	ENSSHAT00000002853	ENSSHAT00000002853.1				GL857019.1	33782	51127
ENSSHAG00000002498	ENSSHAG00000002498.1	ENSSHAT00000002854	ENSSHAT00000002854.1	VWA8	ENSMODG00000014823		GL850408.1	33814	125767
ENSSHAG00000002499	ENSSHAG00000002499.1	ENSSHAT00000002855	ENSSHAT00000002855.1	PRSS35	ENSMODG00000018381	PRSS35	GL856916.1	33816	35054
ENSSHAG00000002500	ENSSHAG00000002500.1	ENSSHAT00000002856	ENSSHAT00000002856.1	RHOA	ENSMODG00000042763		GL864926.1	33827	34408
ENSSHAG00000002501	ENSSHAG00000002501.1	ENSSHAT00000002857	ENSSHAT00000002857.1	monDomV1R1254	ENSMODG00000019933		GL865196.1	33838	35195
ENSSHAG00000002502	ENSSHAG00000002502.1	ENSSHAT00000002858	ENSSHAT00000002858.1		ENSMODG00000045667		GL850952.1	33854	34801
ENSSHAG00000002503	ENSSHAG00000002503.1	ENSSHAT00000002859	ENSSHAT00000002859.1				GL835050.1	33876	51707
ENSSHAG00000002504	ENSSHAG00000002504.1	ENSSHAT00000002860	ENSSHAT00000002860.1	DNASE1L2	ENSMODG00000015903	DNASE1L2	GL842854.1	33979	37737
ENSSHAG00000002505	ENSSHAG00000002505.1	ENSSHAT00000002861	ENSSHAT00000002861.1		ENSMODG00000012353		GL864947.1	34019	37981
ENSSHAG00000002506	ENSSHAG00000002506.1	ENSSHAT00000002862	ENSSHAT00000002862.1	TDP2	ENSMODG00000011653	TDP2	GL841342.1	34045	54478
ENSSHAG00000002507	ENSSHAG00000002507.1	ENSSHAT00000002863	ENSSHAT00000002863.1	SYNGAP1	ENSMODG00000014104	SYNGAP1	GL856876.1	34065	63889
ENSSHAG00000002507	ENSSHAG00000002507.1	ENSSHAT00000002864	ENSSHAT00000002864.1	SYNGAP1	ENSMODG00000014104	SYNGAP1	GL856876.1	34065	63889
ENSSHAG00000002508	ENSSHAG00000002508.1	ENSSHAT00000002865	ENSSHAT00000002865.1	TRIM47	ENSMODG00000007743	TRIM47	GL857324.1	34112	41601
ENSSHAG00000002509	ENSSHAG00000002509.1	ENSSHAT00000002866	ENSSHAT00000002866.1				GL864927.1	34114	39335
ENSSHAG00000002510	ENSSHAG00000002510.1	ENSSHAT00000002867	ENSSHAT00000002867.1				GL864894.1	34201	35130
ENSSHAG00000002511	ENSSHAG00000002511.1	ENSSHAT00000002868	ENSSHAT00000002868.1		ENSMODG00000018311		GL867716.1	34202	36478
ENSSHAG00000002512	ENSSHAG00000002512.1	ENSSHAT00000002869	ENSSHAT00000002869.1			HDAC7	GL861795.1	34237	122104
ENSSHAG00000002513	ENSSHAG00000002513.1	ENSSHAT00000002870	ENSSHAT00000002870.1	SERPINI1	ENSMODG00000016222	SERPINI1	GL849912.1	34253	138939
ENSSHAG00000002514	ENSSHAG00000002514.1	ENSSHAT00000002871	ENSSHAT00000002871.1	ANXA3	ENSMODG00000020809	ANXA3	GL864778.1	34267	85663
ENSSHAG00000002515	ENSSHAG00000002515.1	ENSSHAT00000002872	ENSSHAT00000002872.1		ENSMODG00000021344		GL867871.1	34278	45199
ENSSHAG00000002515	ENSSHAG00000002515.1	ENSSHAT00000002873	ENSSHAT00000002873.1		ENSMODG00000021344		GL867871.1	34278	45199
ENSSHAG00000002516	ENSSHAG00000002516.1	ENSSHAT00000002874	ENSSHAT00000002874.1				GL850799.1	34282	44671
ENSSHAG00000002517	ENSSHAG00000002517.1	ENSSHAT00000002875	ENSSHAT00000002875.1	HMOX2	ENSMODG00000006633	HMOX2	GL841538.1	34291	39535
ENSSHAG00000002518	ENSSHAG00000002518.1	ENSSHAT00000002876	ENSSHAT00000002876.1	NEIL1	ENSMODG00000009002		GL835290.1	34312	46224
ENSSHAG00000002519	ENSSHAG00000002519.1	ENSSHAT00000002877	ENSSHAT00000002877.1		ENSMODG00000050145		GL849789.1	34330	35271
ENSSHAG00000002519	ENSSHAG00000002519.1	ENSSHAT00000002877	ENSSHAT00000002877.1		ENSMODG00000051065		GL849789.1	34330	35271
ENSSHAG00000002519	ENSSHAG00000002519.1	ENSSHAT00000002877	ENSSHAT00000002877.1		ENSMODG00000037229		GL849789.1	34330	35271
ENSSHAG00000002520	ENSSHAG00000002520.1	ENSSHAT00000002878	ENSSHAT00000002878.1	UBE2G2	ENSMODG00000003406	UBE2G2	GL857027.1	34337	50312
ENSSHAG00000002521	ENSSHAG00000002521.1	ENSSHAT00000002879	ENSSHAT00000002879.1				GL861961.1	34406	107529
ENSSHAG00000002522	ENSSHAG00000002522.1	ENSSHAT00000002880	ENSSHAT00000002880.1	PHTF1	ENSMODG00000000803		GL867709.1	34419	37070
ENSSHAG00000002523	ENSSHAG00000002523.1	ENSSHAT00000002881	ENSSHAT00000002881.1	PON2	ENSMODG00000046426		GL862220.1	34470	42263
ENSSHAG00000002524	ENSSHAG00000002524.1	ENSSHAT00000002882	ENSSHAT00000002882.1		ENSMODG00000001449		GL841507.1	34474	72292
ENSSHAG00000002525	ENSSHAG00000002525.1	ENSSHAT00000002883	ENSSHAT00000002883.1		ENSMODG00000021469	SMCHD1	GL841308.1	34476	163661
ENSSHAG00000002526	ENSSHAG00000002526.1	ENSSHAT00000002884	ENSSHAT00000002884.1	ERAP1	ENSMODG00000020072	ERAP1	GL841271.1	34500	62296
ENSSHAG00000002527	ENSSHAG00000002527.1	ENSSHAT00000002885	ENSSHAT00000002885.1		ENSMODG00000007462		GL867578.1	34505	41902
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000046070		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000049505		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000044563		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000042255		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000023414		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000044141		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000023409		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000046418		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000047649		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000039432		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000037414		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000044530		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000038773		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000040708		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000048121		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000043566		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000046378		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000041005		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000037101		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000036906		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000042582		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000040713		GL842000.1	34564	35112
ENSSHAG00000002528	ENSSHAG00000002528.1	ENSSHAT00000002886	ENSSHAT00000002886.1		ENSMODG00000047009		GL842000.1	34564	35112
ENSSHAG00000002529	ENSSHAG00000002529.1	ENSSHAT00000002887	ENSSHAT00000002887.1	ZC3HC1	ENSMODG00000014630	ZC3HC1	GL861655.1	34569	51325
ENSSHAG00000002530	ENSSHAG00000002530.1	ENSSHAT00000002888	ENSSHAT00000002888.1				GL834418.1	34619	55563
ENSSHAG00000002531	ENSSHAG00000002531.1	ENSSHAT00000002889	ENSSHAT00000002889.1	FOLH1	ENSMODG00000002667	FOLH1	GL850176.1	34667	109677
ENSSHAG00000002532	ENSSHAG00000002532.1	ENSSHAT00000002890	ENSSHAT00000002890.1				GL850936.1	34671	39542
ENSSHAG00000002533	ENSSHAG00000002533.1	ENSSHAT00000002891	ENSSHAT00000002891.1		ENSMODG00000046425		GL867778.1	34689	38131
ENSSHAG00000002533	ENSSHAG00000002533.1	ENSSHAT00000002892	ENSSHAT00000002892.1		ENSMODG00000046425		GL867778.1	34689	38131
ENSSHAG00000002534	ENSSHAG00000002534.1	ENSSHAT00000002893	ENSSHAT00000002893.1	PCNX2	ENSMODG00000008590		GL856804.1	34707	299146
ENSSHAG00000002534	ENSSHAG00000002534.1	ENSSHAT00000002894	ENSSHAT00000002894.1	PCNX2	ENSMODG00000008590		GL856804.1	34707	299146
ENSSHAG00000002535	ENSSHAG00000002535.1	ENSSHAT00000002895	ENSSHAT00000002895.1				GL841525.1	34714	34926
ENSSHAG00000002536	ENSSHAG00000002536.1	ENSSHAT00000002896	ENSSHAT00000002896.1	CALU	ENSMODG00000015080	CALU	GL861654.1	34761	52050
ENSSHAG00000002537	ENSSHAG00000002537.1	ENSSHAT00000002897	ENSSHAT00000002897.1		ENSMODG00000011117		GL841617.1	34765	64304
ENSSHAG00000002538	ENSSHAG00000002538.1	ENSSHAT00000002898	ENSSHAT00000002898.1		ENSMODG00000020754	YTHDC1	GL864834.1	34883	58838
ENSSHAG00000002538	ENSSHAG00000002538.1	ENSSHAT00000002899	ENSSHAT00000002899.1		ENSMODG00000020754	YTHDC1	GL864834.1	34883	58838
ENSSHAG00000002538	ENSSHAG00000002538.1	ENSSHAT00000002898	ENSSHAT00000002898.1		ENSMODG00000014337	YTHDC1	GL864834.1	34883	58838
ENSSHAG00000002538	ENSSHAG00000002538.1	ENSSHAT00000002899	ENSSHAT00000002899.1		ENSMODG00000014337	YTHDC1	GL864834.1	34883	58838
ENSSHAG00000002539	ENSSHAG00000002539.1	ENSSHAT00000002900	ENSSHAT00000002900.1	CDK19	ENSMODG00000017926	CDK19	GL856937.1	34886	202750
ENSSHAG00000002539	ENSSHAG00000002539.1	ENSSHAT00000002901	ENSSHAT00000002901.1	CDK19	ENSMODG00000017926	CDK19	GL856937.1	34886	202750
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000037895		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000047416		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000040776		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000024362		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000039617		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000046217		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000048808		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000050820		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000046829		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000038939		GL865320.1	34910	36800
ENSSHAG00000002540	ENSSHAG00000002540.1	ENSSHAT00000002902	ENSSHAT00000002902.1		ENSMODG00000043683		GL865320.1	34910	36800
ENSSHAG00000002541	ENSSHAG00000002541.1	ENSSHAT00000002903	ENSSHAT00000002903.1				GL835252.1	34911	35544
ENSSHAG00000002542	ENSSHAG00000002542.1	ENSSHAT00000002904	ENSSHAT00000002904.1	TRPS1	ENSMODG00000004181	TRPS1	GL841385.1	34959	285902
ENSSHAG00000002543	ENSSHAG00000002543.1	ENSSHAT00000002905	ENSSHAT00000002905.1	LMLN	ENSMODG00000018387	LMLN	GL850586.1	34965	71529
ENSSHAG00000002544	ENSSHAG00000002544.1	ENSSHAT00000002906	ENSSHAT00000002906.1		ENSMODG00000008793		GL856806.1	34996	43852
ENSSHAG00000002545	ENSSHAG00000002545.1	ENSSHAT00000002907	ENSSHAT00000002907.1		ENSMODG00000007622		GL842766.1	35029	61530
ENSSHAG00000002545	ENSSHAG00000002545.1	ENSSHAT00000002908	ENSSHAT00000002908.1		ENSMODG00000007622		GL842766.1	35029	61530
ENSSHAG00000002546	ENSSHAG00000002546.1	ENSSHAT00000002909	ENSSHAT00000002909.1	PTPRA	ENSMODG00000005400	PTPRA	GL865315.1	35035	158343
ENSSHAG00000002547	ENSSHAG00000002547.1	ENSSHAT00000002910	ENSSHAT00000002910.1	EFNA2	ENSMODG00000047178	EFNA2	GL841423.1	35053	50610
ENSSHAG00000002548	ENSSHAG00000002548.1	ENSSHAT00000002911	ENSSHAT00000002911.1	VPS26A	ENSMODG00000010661	VPS26A	GL834428.1	35071	49149
ENSSHAG00000002549	ENSSHAG00000002549.1	ENSSHAT00000002912	ENSSHAT00000002912.1				GL834812.1	35135	36613
ENSSHAG00000002550	ENSSHAG00000002550.1	ENSSHAT00000002913	ENSSHAT00000002913.1	ERI1	ENSMODG00000040174	ERI1	GL864737.1	35201	51505
ENSSHAG00000002551	ENSSHAG00000002551.1	ENSSHAT00000002914	ENSSHAT00000002914.1	SLC39A8	ENSMODG00000020674	SLC39A8	GL864765.1	35363	104269
ENSSHAG00000002552	ENSSHAG00000002552.1	ENSSHAT00000002915	ENSSHAT00000002915.1		ENSMODG00000014781		GL856815.1	35366	38005
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002916	ENSSHAT00000002916.1		ENSMODG00000023362		GL842236.1	35382	39827
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002917	ENSSHAT00000002917.1		ENSMODG00000023362		GL842236.1	35382	39827
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002916	ENSSHAT00000002916.1		ENSMODG00000023625		GL842236.1	35382	39827
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002917	ENSSHAT00000002917.1		ENSMODG00000023625		GL842236.1	35382	39827
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002916	ENSSHAT00000002916.1	VN2R510	ENSMODG00000043520		GL842236.1	35382	39827
ENSSHAG00000002553	ENSSHAG00000002553.1	ENSSHAT00000002917	ENSSHAT00000002917.1	VN2R510	ENSMODG00000043520		GL842236.1	35382	39827
ENSSHAG00000002554	ENSSHAG00000002554.1	ENSSHAT00000002918	ENSSHAT00000002918.1	BRWD1	ENSMODG00000020973	BRWD1	GL849531.1	35393	178738
ENSSHAG00000002555	ENSSHAG00000002555.1	ENSSHAT00000002919	ENSSHAT00000002919.1	VN2R519	ENSMODG00000037185		GL841449.1	35396	51529
ENSSHAG00000002555	ENSSHAG00000002555.1	ENSSHAT00000002919	ENSSHAT00000002919.1	VN2R511	ENSMODG00000042308		GL841449.1	35396	51529
ENSSHAG00000002555	ENSSHAG00000002555.1	ENSSHAT00000002919	ENSSHAT00000002919.1		ENSMODG00000007956		GL841449.1	35396	51529
ENSSHAG00000002555	ENSSHAG00000002555.1	ENSSHAT00000002919	ENSSHAT00000002919.1	VN2R516	ENSMODG00000037271		GL841449.1	35396	51529
